Date,Close,Open,Volume
2025-05-01 09:00:00,495.0,495.0,51.0
2025-05-01 09:01:00,494.0,495.0,54.0
2025-05-01 09:02:00,492.0,495.0,58.0
2025-05-01 09:03:00,494.0,495.0,77.0
2025-05-01 09:04:00,494.0,495.0,198.0
2025-05-01 09:05:00,494.0,495.0,204.0
2025-05-01 09:06:00,495.0,495.0,208.0
2025-05-01 09:07:00,495.0,495.0,214.0
2025-05-01 09:08:00,495.0,495.0,216.0
2025-05-01 09:09:00,495.0,495.0,221.0
2025-05-01 09:10:00,494.0,495.0,230.0
2025-05-01 09:11:00,495.0,495.0,232.0
2025-05-01 09:12:00,495.0,495.0,250.0
2025-05-01 09:13:00,495.0,495.0,250.0
2025-05-01 09:14:00,495.0,495.0,253.0
2025-05-01 09:15:00,495.0,495.0,257.0
2025-05-01 09:16:00,494.0,495.0,268.0
2025-05-01 09:17:00,493.0,495.0,274.0
2025-05-01 09:18:00,492.0,495.0,276.0
2025-05-01 09:19:00,492.0,495.0,276.0
2025-05-01 09:20:00,492.0,495.0,276.0
2025-05-01 09:21:00,491.0,495.0,277.0
2025-05-01 09:22:00,491.0,495.0,277.0
2025-05-01 09:23:00,491.0,495.0,287.0
2025-05-01 09:24:00,491.0,495.0,287.0
2025-05-01 09:25:00,491.0,495.0,287.0
2025-05-01 09:26:00,491.0,495.0,287.0
2025-05-01 09:27:00,491.0,495.0,287.0
2025-05-01 09:28:00,491.0,495.0,287.0
2025-05-01 09:29:00,494.0,495.0,342.0
2025-05-01 09:30:00,494.0,495.0,358.0
2025-05-01 09:31:00,494.0,495.0,358.0
2025-05-01 09:32:00,494.0,495.0,358.0
2025-05-01 09:33:00,494.0,495.0,358.0
2025-05-01 09:34:00,494.0,495.0,358.0
2025-05-01 09:35:00,494.0,495.0,358.0
2025-05-01 09:36:00,495.0,495.0,359.0
2025-05-01 09:37:00,495.0,495.0,360.0
2025-05-01 09:38:00,495.0,495.0,360.0
2025-05-01 09:39:00,495.0,495.0,360.0
2025-05-01 09:40:00,495.0,495.0,360.0
2025-05-01 09:41:00,496.0,495.0,416.0
2025-05-01 09:42:00,497.0,495.0,452.0
2025-05-01 09:43:00,497.0,495.0,452.0
2025-05-01 09:44:00,497.0,495.0,452.0
2025-05-01 09:45:00,497.0,495.0,452.0
2025-05-01 09:46:00,497.0,495.0,452.0
2025-05-01 09:47:00,498.0,495.0,453.0
2025-05-01 09:48:00,498.0,495.0,453.0
2025-05-01 09:49:00,498.0,495.0,453.0
2025-05-01 09:50:00,498.0,495.0,454.0
2025-05-01 09:51:00,498.0,495.0,454.0
2025-05-01 09:52:00,498.0,495.0,454.0
2025-05-01 09:53:00,498.0,495.0,454.0
2025-05-01 09:54:00,496.0,495.0,487.0
2025-05-01 09:55:00,496.0,495.0,487.0
2025-05-01 09:56:00,496.0,495.0,487.0
2025-05-01 09:57:00,496.0,495.0,489.0
2025-05-01 09:58:00,497.0,495.0,490.0
2025-05-01 09:59:00,496.0,495.0,519.0
2025-05-01 10:00:00,496.0,495.0,519.0
2025-05-01 10:01:00,496.0,495.0,519.0
2025-05-01 10:02:00,496.0,495.0,520.0
2025-05-01 10:03:00,495.0,495.0,529.0
2025-05-01 10:04:00,495.0,495.0,529.0
2025-05-01 10:05:00,495.0,495.0,530.0
2025-05-01 10:06:00,495.0,495.0,531.0
2025-05-01 10:07:00,494.0,495.0,567.0
2025-05-01 10:08:00,495.0,495.0,578.0
2025-05-01 10:09:00,495.0,495.0,578.0
2025-05-01 10:10:00,495.0,495.0,579.0
2025-05-01 10:11:00,495.0,495.0,580.0
2025-05-01 10:12:00,495.0,495.0,581.0
2025-05-01 10:13:00,495.0,495.0,585.0
2025-05-01 10:14:00,495.0,495.0,585.0
2025-05-01 10:15:00,495.0,495.0,586.0
2025-05-01 10:16:00,495.0,495.0,588.0
2025-05-01 10:17:00,495.0,495.0,589.0
2025-05-01 10:18:00,495.0,495.0,589.0
2025-05-01 10:19:00,495.0,495.0,590.0
2025-05-01 10:20:00,495.0,495.0,632.0
2025-05-01 10:21:00,495.0,495.0,634.0
2025-05-01 10:22:00,495.0,495.0,634.0
2025-05-01 10:23:00,495.0,495.0,636.0
2025-05-01 10:24:00,495.0,495.0,637.0
2025-05-01 10:25:00,495.0,495.0,637.0
2025-05-01 10:26:00,495.0,495.0,638.0
2025-05-01 10:27:00,495.0,495.0,638.0
2025-05-01 10:28:00,495.0,495.0,638.0
2025-05-01 10:29:00,495.0,495.0,638.0
2025-05-01 10:30:00,495.0,495.0,638.0
2025-05-01 10:31:00,495.0,495.0,638.0
2025-05-01 10:32:00,495.0,495.0,638.0
2025-05-01 10:33:00,495.0,495.0,638.0
2025-05-01 10:34:00,495.0,495.0,638.0
2025-05-01 10:35:00,495.0,495.0,638.0
2025-05-01 10:36:00,495.0,495.0,638.0
2025-05-01 10:37:00,495.0,495.0,638.0
2025-05-01 10:38:00,495.0,495.0,638.0
2025-05-01 10:39:00,495.0,495.0,638.0
2025-05-01 10:40:00,495.0,495.0,638.0
2025-05-01 10:41:00,495.0,495.0,638.0
2025-05-01 10:42:00,495.0,495.0,638.0
2025-05-01 10:43:00,495.0,495.0,638.0
2025-05-01 10:44:00,495.0,495.0,638.0
2025-05-01 10:45:00,495.0,495.0,638.0
2025-05-01 10:46:00,495.0,495.0,638.0
2025-05-01 10:47:00,495.0,495.0,638.0
2025-05-01 10:48:00,495.0,495.0,638.0
2025-05-01 10:49:00,495.0,495.0,638.0
2025-05-01 10:50:00,495.0,495.0,639.0
2025-05-01 10:51:00,495.0,495.0,639.0
2025-05-01 10:52:00,495.0,495.0,639.0
2025-05-01 10:53:00,495.0,495.0,639.0
2025-05-01 10:54:00,495.0,495.0,639.0
2025-05-01 10:55:00,495.0,495.0,640.0
2025-05-01 10:56:00,495.0,495.0,641.0
2025-05-01 10:57:00,495.0,495.0,641.0
2025-05-01 10:58:00,495.0,495.0,641.0
2025-05-01 10:59:00,495.0,495.0,641.0
2025-05-01 11:00:00,495.0,495.0,641.0
2025-05-01 11:01:00,494.0,495.0,645.0
2025-05-01 11:02:00,495.0,495.0,646.0
2025-05-01 11:03:00,495.0,495.0,646.0
2025-05-01 11:04:00,495.0,495.0,646.0
2025-05-01 11:05:00,495.0,495.0,646.0
2025-05-01 11:06:00,495.0,495.0,646.0
2025-05-01 11:07:00,495.0,495.0,646.0
2025-05-01 11:08:00,495.0,495.0,646.0
2025-05-01 11:09:00,495.0,495.0,646.0
2025-05-01 11:10:00,495.0,495.0,646.0
2025-05-01 11:11:00,495.0,495.0,646.0
2025-05-01 11:12:00,495.0,495.0,657.0
2025-05-01 11:13:00,496.0,495.0,659.0
2025-05-01 11:14:00,497.0,495.0,686.0
2025-05-01 11:15:00,497.0,495.0,688.0
2025-05-01 11:16:00,496.0,495.0,689.0
2025-05-01 11:17:00,496.0,495.0,689.0
2025-05-01 11:18:00,496.0,495.0,690.0
2025-05-01 11:19:00,496.0,495.0,691.0
2025-05-01 11:20:00,496.0,495.0,695.0
2025-05-01 11:21:00,496.0,495.0,695.0
2025-05-01 11:22:00,497.0,495.0,698.0
2025-05-01 11:23:00,495.0,495.0,703.0
2025-05-01 11:24:00,495.0,495.0,703.0
2025-05-01 11:25:00,496.0,495.0,704.0
2025-05-01 11:26:00,496.0,495.0,704.0
2025-05-01 11:27:00,496.0,495.0,705.0
2025-05-01 11:28:00,496.0,495.0,705.0
2025-05-01 11:29:00,495.0,495.0,706.0
2025-05-01 11:30:00,496.0,495.0,711.0
2025-05-01 12:30:00,496.0,495.0,721.0
2025-05-01 12:31:00,496.0,495.0,721.0
2025-05-01 12:32:00,494.0,495.0,725.0
2025-05-01 12:33:00,495.0,495.0,727.0
2025-05-01 12:34:00,495.0,495.0,727.0
2025-05-01 12:35:00,495.0,495.0,727.0
2025-05-01 12:36:00,495.0,495.0,728.0
2025-05-01 12:37:00,495.0,495.0,728.0
2025-05-01 12:38:00,495.0,495.0,729.0
2025-05-01 12:39:00,495.0,495.0,729.0
2025-05-01 12:40:00,495.0,495.0,729.0
2025-05-01 12:41:00,495.0,495.0,729.0
2025-05-01 12:42:00,495.0,495.0,729.0
2025-05-01 12:43:00,495.0,495.0,729.0
2025-05-01 12:44:00,495.0,495.0,729.0
2025-05-01 12:45:00,494.0,495.0,730.0
2025-05-01 12:46:00,494.0,495.0,730.0
2025-05-01 12:47:00,494.0,495.0,730.0
2025-05-01 12:48:00,494.0,495.0,730.0
2025-05-01 12:49:00,494.0,495.0,731.0
2025-05-01 12:50:00,494.0,495.0,731.0
2025-05-01 12:51:00,494.0,495.0,732.0
2025-05-01 12:52:00,494.0,495.0,732.0
2025-05-01 12:53:00,495.0,495.0,733.0
2025-05-01 12:54:00,494.0,495.0,734.0
2025-05-01 12:55:00,494.0,495.0,734.0
2025-05-01 12:56:00,495.0,495.0,739.0
2025-05-01 12:57:00,495.0,495.0,745.0
2025-05-01 12:58:00,495.0,495.0,746.0
2025-05-01 12:59:00,495.0,495.0,746.0
2025-05-01 13:00:00,495.0,495.0,746.0
2025-05-01 13:01:00,495.0,495.0,751.0
2025-05-01 13:02:00,495.0,495.0,751.0
2025-05-01 13:03:00,496.0,495.0,753.0
2025-05-01 13:04:00,496.0,495.0,753.0
2025-05-01 13:05:00,496.0,495.0,753.0
2025-05-01 13:06:00,496.0,495.0,753.0
2025-05-01 13:07:00,496.0,495.0,753.0
2025-05-01 13:08:00,496.0,495.0,753.0
2025-05-01 13:09:00,496.0,495.0,753.0
2025-05-01 13:10:00,496.0,495.0,753.0
2025-05-01 13:11:00,496.0,495.0,753.0
2025-05-01 13:12:00,496.0,495.0,753.0
2025-05-01 13:13:00,496.0,495.0,753.0
2025-05-01 13:14:00,496.0,495.0,753.0
2025-05-01 13:15:00,496.0,495.0,753.0
2025-05-01 13:16:00,496.0,495.0,753.0
2025-05-01 13:17:00,496.0,495.0,753.0
2025-05-01 13:18:00,496.0,495.0,753.0
2025-05-01 13:19:00,496.0,495.0,753.0
2025-05-01 13:20:00,496.0,495.0,753.0
2025-05-01 13:21:00,495.0,495.0,757.0
2025-05-01 13:22:00,495.0,495.0,757.0
2025-05-01 13:23:00,496.0,495.0,758.0
2025-05-01 13:24:00,496.0,495.0,758.0
2025-05-01 13:25:00,496.0,495.0,758.0
2025-05-01 13:26:00,496.0,495.0,758.0
2025-05-01 13:27:00,496.0,495.0,758.0
2025-05-01 13:28:00,496.0,495.0,758.0
2025-05-01 13:29:00,497.0,495.0,788.0
2025-05-01 13:30:00,497.0,495.0,804.0
2025-05-01 13:31:00,497.0,495.0,813.0
2025-05-01 13:32:00,497.0,495.0,813.0
2025-05-01 13:33:00,497.0,495.0,814.0
2025-05-01 13:34:00,497.0,495.0,826.0
2025-05-01 13:35:00,497.0,495.0,833.0
2025-05-01 13:36:00,497.0,495.0,833.0
2025-05-01 13:37:00,497.0,495.0,833.0
2025-05-01 13:38:00,497.0,495.0,833.0
2025-05-01 13:39:00,497.0,495.0,854.0
2025-05-01 13:40:00,496.0,495.0,884.0
2025-05-01 13:41:00,496.0,495.0,884.0
2025-05-01 13:42:00,496.0,495.0,891.0
2025-05-01 13:43:00,496.0,495.0,891.0
2025-05-01 13:44:00,496.0,495.0,891.0
2025-05-01 13:45:00,496.0,495.0,891.0
2025-05-01 13:46:00,496.0,495.0,893.0
2025-05-01 13:47:00,496.0,495.0,893.0
2025-05-01 13:48:00,496.0,495.0,893.0
2025-05-01 13:49:00,497.0,495.0,894.0
2025-05-01 13:50:00,497.0,495.0,894.0
2025-05-01 13:51:00,497.0,495.0,894.0
2025-05-01 13:52:00,497.0,495.0,894.0
2025-05-01 13:53:00,497.0,495.0,894.0
2025-05-01 13:54:00,497.0,495.0,894.0
2025-05-01 13:55:00,496.0,495.0,899.0
2025-05-01 13:56:00,496.0,495.0,899.0
2025-05-01 13:57:00,497.0,495.0,900.0
2025-05-01 13:58:00,497.0,495.0,900.0
2025-05-01 13:59:00,497.0,495.0,900.0
2025-05-01 14:00:00,497.0,495.0,900.0
2025-05-01 14:01:00,497.0,495.0,900.0
2025-05-01 14:02:00,497.0,495.0,900.0
2025-05-01 14:03:00,497.0,495.0,900.0
2025-05-01 14:04:00,497.0,495.0,900.0
2025-05-01 14:05:00,497.0,495.0,900.0
2025-05-01 14:06:00,497.0,495.0,900.0
2025-05-01 14:07:00,497.0,495.0,900.0
2025-05-01 14:08:00,497.0,495.0,900.0
2025-05-01 14:09:00,497.0,495.0,900.0
2025-05-01 14:10:00,497.0,495.0,900.0
2025-05-01 14:11:00,497.0,495.0,900.0
2025-05-01 14:12:00,497.0,495.0,900.0
2025-05-01 14:13:00,497.0,495.0,900.0
2025-05-01 14:14:00,497.0,495.0,900.0
2025-05-01 14:15:00,497.0,495.0,900.0
2025-05-01 14:16:00,497.0,495.0,900.0
2025-05-01 14:17:00,497.0,495.0,900.0
2025-05-01 14:18:00,497.0,495.0,900.0
2025-05-01 14:19:00,497.0,495.0,900.0
2025-05-01 14:20:00,497.0,495.0,900.0
2025-05-01 14:21:00,497.0,495.0,900.0
2025-05-01 14:22:00,497.0,495.0,900.0
2025-05-01 14:23:00,496.0,495.0,910.0
2025-05-01 14:24:00,496.0,495.0,910.0
2025-05-01 14:25:00,497.0,495.0,914.0
2025-05-01 14:26:00,497.0,495.0,914.0
2025-05-01 14:27:00,497.0,495.0,914.0
2025-05-01 14:28:00,497.0,495.0,914.0
2025-05-01 14:29:00,497.0,495.0,914.0
