Date,Close,High,Low,Open,Volume,sma5,sma15,sma25,sma50,upper1,middle,lower1,upper2,lower2,macd,macdsignal,macdhist,ema5volume,ema25volume,ema50volume,vr,vr14,rsi9,rsi14
2025-05-01,815.0,833.0,811.0,833.0,165000,,,,,,,,,,,,,,,,,,,
2025-05-02,812.0,817.0,804.0,815.0,150900,,,,,,,,,,,,,,,,,,,
2025-05-07,827.0,828.0,815.0,827.0,220700,,,,,,,,,,,,,,,,,,,
2025-05-08,820.0,825.0,812.0,820.0,167400,,,,,,,,,,,,,,,,,,,
2025-05-09,829.0,829.0,820.0,822.0,122400,820.6,,,,,,,,,,,,165280.0,,,,,,
2025-05-12,826.0,830.0,817.0,829.0,173800,822.8,,,,,,,,,,,,167040.0,,,,,,
2025-05-13,828.0,834.0,822.0,826.0,172900,826.0,,,,,,,,,,,,171440.0,,,,,,
2025-05-14,832.0,833.0,819.0,828.0,226100,827.0,,,,,,,,,,,,172520.0,,,,,,
2025-05-15,895.0,942.0,890.0,916.0,1081500,842.0,,,,,,,,,,,,355340.0,,,,,,
2025-05-16,895.0,911.0,862.0,891.0,598300,855.2,,,,,,,,,,,,450520.0,,,,,87.73584905660378,
2025-05-19,903.0,913.0,897.0,904.0,257700,870.6,,,,,,,,,,,,467300.0,,,,,88.69565217391305,
2025-05-20,902.0,911.0,897.0,902.0,216000,885.4,,,,,,,,,,,,475920.0,,,,,87.73014379787662,
2025-05-21,881.0,903.0,878.0,900.0,166000,895.2,,,,,,,,,,,,463900.0,,,,,69.7836631612705,
2025-05-22,879.0,890.0,874.0,877.0,203600,892.0,,,,,,,,,,,,288320.0,,,,172.89101935577585,68.28697423089874,
2025-05-23,881.0,885.0,871.0,872.0,194100,889.2,855.0,,,,,,,,,,,207480.0,,,,186.98841558630207,69.03413409535331,73.57142857142857
2025-05-26,916.0,927.0,899.0,903.0,299700,891.8,861.7333333333333,,,,,,,,,,,215880.0,,,,234.45083404706554,78.84611299414797,79.17748917748918
2025-05-27,916.0,919.0,910.0,917.0,176700,894.6,868.6666666666666,,,,,,,,,,,208020.0,,,,208.6205584721905,78.84611299414797,79.17748917748916
2025-05-28,914.0,925.0,914.0,920.0,180500,901.2,874.4666666666667,,,,,,,,,,,210920.0,,,,206.5616995630556,77.0797471656517,78.07986298809229
2025-05-29,916.0,919.0,904.0,914.0,177900,908.6,880.8666666666667,,,,,,,,,,,205780.0,,,,210.7428054844056,77.6432062802719,78.40230002569284
2025-05-30,912.0,915.0,905.0,907.0,158100,914.8,886.4,,,,,,,,,,,198580.0,,,,213.26522832964855,73.57364320195299,75.99461777024284
2025-06-02,940.0,946.0,910.0,915.0,360600,919.6,894.0,,,,,,,,,,,210760.0,,,,227.57490279789585,81.29448376111819,80.50721847801118
2025-06-03,966.0,971.0,945.0,947.0,566700,929.6,903.2,,,,,,,,,,,288760.0,,,,253.54120606846075,85.66854927538861,83.5916981863132
2025-06-04,987.0,992.0,954.0,966.0,571600,944.2,913.5333333333333,,,,,,,,,,,366980.0,,,,214.66798810703668,88.1800327627714,85.57687060334501
2025-06-05,975.0,991.0,970.0,986.0,368800,956.0,918.8666666666667,,,,,,,,,,,405160.0,,,,182.18771491656713,79.25183183587369,79.64693091078358
