Date,Close,High,Low,Open,Volume,sma5,sma15,sma25,sma50,upper1,middle,lower1,upper2,lower2,macd,macdsignal,macdhist,ema5volume,ema25volume,ema50volume,vr,vr14,rsi9,rsi14
2025-05-01,1484.286376953125,1496.136966789078,1478.3610820351485,1496.136966789078,369700,,,,,,,,,,,,,,,,,,,
2025-05-02,1488.236572265625,1497.1245146348292,1479.348629896421,1481.3237282006885,281400,,,,,,,,,,,,,,,,,,,
2025-05-07,1500.087158203125,1513.912846297163,1500.087158203125,1509.9626496988665,417200,,,,,,,,,,,,,,,,,,,
2025-05-08,1506.012451171875,1507.0000003201844,1489.2241156506147,1496.1369596887807,425800,,,,,,,,,,,,,,,,,,,
2025-05-09,1528.72607421875,1536.6264673671674,1510.950189634811,1510.950189634811,395200,1501.4697265625,,,,,,,,,,,,377860.0,,,,,,
2025-05-12,1528.72607421875,1533.663819936511,1512.9252879219152,1528.72607421875,615600,1510.357666015625,,,,,,,,,,,,427040.0,,,,,,
2025-05-13,1532.67626953125,1544.5268592441205,1527.7385238175539,1529.7136221030323,414200,1519.24560546875,,,,,,,,,,,,453600.0,,,,,,
2025-05-14,1514.900390625,1528.7260786750326,1506.9999974535529,1520.8256855035854,453300,1522.208251953125,,,,,,,,,,,,460820.0,,,,,,
2025-05-15,1498.112060546875,1510.9501994968482,1486.2614707468997,1487.2490198968976,738800,1520.628173828125,,,,,,,,,,,,523420.0,,,,,,
2025-05-16,1507.0,1511.937745740498,1486.2614678899083,1486.2614678899083,1355800,1516.282958984375,,,,,,,,,,,,715540.0,,,,,62.36559139784947,
2025-05-19,1513.0,1529.0,1501.0,1502.0,807800,1513.137744140625,,,,,,,,,,,,753980.0,,,,,64.9421914504263,
2025-05-20,1463.0,1501.0,1453.0,1500.0,874000,1499.202490234375,,,,,,,,,,,,845940.0,,,,,39.55429066124914,
2025-05-21,1488.0,1498.0,1464.0,1465.0,549700,1493.822412109375,,,,,,,,,,,,865220.0,,,,,50.450216546555346,
2025-05-22,1479.0,1498.0,1478.0,1495.0,268800,1490.0,,,,,,,,,,,,771220.0,,,,187.49385098573427,47.0176821272938,
2025-05-23,1483.0,1495.0,1474.0,1476.0,186100,1485.2,1500.984228515625,,,,,,,,,,,537280.0,,,,194.53589132326786,48.760790121310684,49.653905826126596
2025-05-26,1491.0,1498.0,1482.0,1483.0,241000,1480.8,1501.4318033854167,,,,,,,,,,,423920.0,,,,193.0071517765921,52.29232962588447,51.88447616193549
2025-05-27,1503.0,1511.0,1485.0,1487.0,244600,1488.8,1502.4160319010416,,,,,,,,,,,298040.0,,,,186.4759526242101,57.26294355441996,55.098070713702306
2025-05-28,1510.0,1520.0,1508.0,1513.0,287700,1493.2,1503.0768880208334,,,,,,,,,,,245640.0,,,,181.25023650054868,59.99803861503964,56.90617064225998
2025-05-29,1556.0,1559.0,1514.0,1520.0,550000,1508.6,1506.4093912760416,,,,,,,,,,,301880.0,,,,187.10788209028647,72.8455928235274,66.463210331865
2025-05-30,1552.0,1558.0,1545.0,1552.0,330900,1522.4,1507.960986328125,,,,,,,,,,,330840.0,,,,173.94028059119213,70.62656900622096,65.11098395406621
2025-06-02,1515.0,1537.0,1514.0,1535.0,254200,1527.2,1507.0459147135416,,,,,,,,,,,333480.0,,,,144.61301369863014,53.62704373643988,54.13858888308113
2025-06-03,1523.0,1537.0,1509.0,1510.0,262900,1531.2,1506.400830078125,,,,,,,,,,,337140.0,,,,181.84619126768558,56.191904773673116,55.870206591808845
2025-06-04,1545.0,1550.0,1525.0,1525.0,234900,1538.2,1508.407470703125,,,,,,,,,,,326580.0,,,,273.19289310724,62.59278435388541,60.30853203145781
2025-06-05,1546.0,1554.0,1528.0,1530.0,208500,1536.2,1511.6,,,,,,,,,,,258280.0,,,,206.7943746744603,62.870204302911745,60.50298453184772
