Date,Close,High,Low,Open,Volume,sma5,sma15,sma25,sma50,upper1,middle,lower1,upper2,lower2,macd,macdsignal,macdhist,ema5volume,ema25volume,ema50volume,vr,vr14,rsi9,rsi14
2015-05-20,1716.5504150390625,1734.2547466739945,1711.1621401936484,1715.0109079403728,91000,,,,,,,,,,,,,,,,,,,
2015-05-21,1733.4849853515625,1736.5639995351353,1715.0109002501247,1716.5504073419113,67500,,,,,,,,,,,,,,,,,,,
2015-05-22,1735.7943115234375,1751.9591365974918,1724.2480078991132,1738.8733258232573,69800,,,,,,,,,,,,,,,,,,,
2015-05-25,1744.261474609375,1762.7355590712573,1736.563939416924,1751.1892562825808,51300,,,,,,,,,,,,,,,,,,,
2015-05-26,1795.0655517578125,1805.0723494305619,1753.4988537325457,1754.2686073996804,107400,1745.03134765625,,,,,,,,,,,,77400.0,,,,,,
2015-05-27,1861.26416015625,1864.3431744823977,1792.7560913994648,1807.381409448666,233900,1773.9740966796876,,,,,,,,,,,,105980.0,,,,,,
2015-05-28,1806.6114501953125,1842.020110914948,1803.532436219692,1824.3157805551302,78600,1788.5993896484374,,,,,,,,,,,,108200.0,,,,,,
2015-05-29,1830.4739990234375,1857.4153741141945,1806.6116382287669,1806.6116382287669,96500,1807.5353271484375,,,,,,,,,,,,113540.0,,,,,,
2015-06-01,1826.625,1829.7040139064475,1808.1509165613147,1829.7040139064475,38600,1824.0080322265626,,,,,,,,,,,,111000.0,,,,,,
2015-06-02,1845.869140625,1850.4876622445788,1809.6907212716326,1826.6253005434214,75000,1834.16875,,,,,,,,,,,,104520.0,,,,,76.2499188501148,
2015-06-03,1858.1845703125,1859.7240769987573,1825.8549299010976,1851.2567902243422,68300,1833.55283203125,,,,,,,,,,,,71400.0,,,,,77.51465020151358,
2015-06-04,1855.875732421875,1858.1849929765267,1832.013373357139,1843.5596761303984,63600,1843.4056884765625,,,,,,,,,,,,68400.0,,,,,76.65373004905607,
2015-06-05,1865.8826904296875,1872.8104726961344,1825.855504001328,1832.7832862677749,73600,1850.4874267578125,,,,,,,,,,,,63820.0,,,,,77.85310005761343,
2015-06-08,1848.9482421875,1867.4223295365841,1843.559966710684,1850.4877494665905,46900,1854.9520751953125,,,,,,,,,,,,65480.0,,,,370.35573122529644,70.91711371046301,
2015-06-09,1887.4361572265625,1907.4497543260286,1846.6392092930357,1846.6392092930357,134300,1863.265478515625,1814.1551920572917,,,,,,,,,,,77340.0,,,,429.33684672815104,76.3128527324699,76.17929662224583
2015-06-10,1875.119140625,1885.8956874102012,1857.4148137635982,1878.1981539922003,61300,1866.652392578125,1824.7264404296875,,,,,,,,,,,75940.0,,,,314.9134948096886,71.53466053124174,73.20415211099575
2015-06-11,1906.679443359375,1914.3769784556987,1874.3497959548156,1874.3497959548156,64400,1876.813134765625,1836.2727376302084,,,,,,,,,,,76100.0,,,,313.044982698962,75.8868520079878,75.81096558172061
2015-06-12,1924.3839111328125,1938.2394752929688,1906.6795791503907,1914.377114794922,121100,1888.51337890625,1848.8453776041667,,,,,,,,,,,85600.0,,,,337.19723183391005,78.00880025529099,77.15368424703287
