Date,Close,High,Low,Open,Volume,sma5,sma15,sma25,sma50,upper1,middle,lower1,upper2,lower2,macd,macdsignal,macdhist,ema5volume,ema25volume,ema50volume,vr,vr14,rsi9,rsi14
2015-05-20,1022.4945068359375,1031.6611242566346,1016.6612048409485,1025.8278222616455,13300,,,,,,,,,,,,,,,,,,,
2015-05-21,1020.8278198242188,1029.994436981824,1018.3278333266901,1024.9944639867665,15300,,,,,,,,,,,,,,,,,,,
2015-05-22,1034.994384765625,1039.994357638889,1014.1611644603588,1016.6611508969908,24500,,,,,,,,,,,,,,,,,,,
2015-05-25,1054.9942626953125,1057.4942490998037,1034.9943714593824,1041.661001871359,31600,,,,,,,,,,,,,,,,,,,
2015-05-26,1051.6612548828125,1058.327887243401,1046.6612806123712,1054.9945710631066,16200,1036.9944458007812,,,,,,,,,,,,20180.0,,,,,,
2015-05-27,1032.2794189453125,1044.9195750956633,1013.7405232581314,1044.9195750956633,30400,1038.9514282226562,,,,,,,,,,,,23600.0,,,,,,
2015-05-28,1023.8526000976562,1038.1781097286523,1022.1672460234215,1036.4927556544176,18300,1039.5563842773438,,,,,,,,,,,,24200.0,,,,,,
2015-05-29,1028.066162109375,1031.4368708376023,1016.2686815605788,1017.1113587426357,17700,1038.1707397460937,,,,,,,,,,,,22840.0,,,,,,
2015-06-01,1022.1675415039062,1028.0662824688916,1015.4261232582086,1020.4821869424818,21700,1031.6053955078125,,,,,,,,,,,,20860.0,,,,,,
2015-06-02,1027.2235107421875,1037.335637180995,1022.1674475227837,1028.0661879454215,10500,1026.7178466796875,,,,,,,,,,,,19720.0,,,,,52.878521061352465,
2015-06-03,1026.380859375,1028.0662138238918,1021.3247960283252,1026.380859375,12600,1025.538134765625,,,,,,,,,,,,16160.0,,,,,52.275231032457015,
2015-06-04,1026.380859375,1039.0210177416873,1025.5381821505541,1039.0210177416873,16700,1026.0437866210937,,,,,,,,,,,,15840.0,,,,,52.275231032457015,
2015-06-05,1023.8526000976562,1028.0659852832434,1012.0551215780125,1028.0659852832434,20600,1025.20107421875,,,,,,,,,,,,16420.0,,,,,50.10451777477625,
2015-06-08,1020.4819946289062,1024.6953802384394,1017.1112861412798,1023.8527031165327,6000,1024.86396484375,,,,,,,,,,,,13280.0,,,,61.99397791903647,47.166980369423186,
2015-06-09,985.9322509765625,1015.4259507921006,969.0787082248263,1015.4259507921006,51600,1016.605712890625,1026.7726684570312,,,,,,,,,,,21500.0,,,,46.08306391444914,28.141302373866807,35.18957685776816
2015-06-10,994.3590698242188,1011.2126133805615,978.3482034456932,986.7749752238645,22800,1010.2013549804688,1024.89697265625,,,,,,,,,,,23540.0,,,,62.15343203230148,35.30213271495714,39.6281873542699
2015-06-11,1011.2125244140625,1011.2125244140625,994.3589823404948,1010.3698473103841,10500,1007.1676879882813,1024.2559529622397,,,,,,,,,,,22300.0,,,,54.6164199192463,47.15148543132351,47.3887118622706
2015-06-12,1017.953857421875,1018.7965344561646,1008.684410044689,1011.2124411475579,9000,1005.987939453125,1023.1199178059895,,,,,,,,,,,19980.0,,,,42.44952893674294,51.17543400797704,50.149107463107754
2015-06-15,1022.1675415039062,1033.9650234338771,1012.0554141353597,1018.7968323810574,17600,1006.325048828125,1020.9314697265625,,,,,,,,,,,22300.0,,,,56.885874373341196,53.656710752305806,51.84966971989133
2015-06-16,1020.4819946289062,1023.8527031165327,1017.1112861412798,1019.6393175069996,5000,1013.2349975585937,1018.852852376302,,,,,,,,,,,12980.0,,,,66.90946930280958,52.457013238914676,51.09875015179961
2015-06-17,1025.537841796875,1028.065872631214,1019.6391031834173,1028.065872631214,14100,1019.470751953125,1018.4034138997396,,,,,,,,,,,11240.0,,,,87.84266984505363,55.79242909997079,53.284239223209504
2015-06-18,1019.63916015625,1032.27931503422,1017.1111291806559,1032.27931503422,12300,1021.1560791015625,1018.1225179036459,,,,,,,,,,,11600.0,,,,67.20955483170466,51.08810867066585,50.45124140330255
2015-06-19,1017.111083984375,1026.3805304829898,1017.111083984375,1026.3805304829898,8900,1020.9875244140625,1017.3921793619792,,,,,,,,,,,11580.0,,,,74.07259672915836,49.09228313037083,49.24284210907222
2015-06-22,1021.3245239257812,1023.0098779256588,1015.42578492621,1017.1111389260875,5500,1020.8189208984375,1017.3359781901041,,,,,,,,,,,9160.0,,,,70.08376545672118,52.566724905165316,51.334964033215336
2015-06-23,1031.4366455078125,1031.4366455078125,1022.1671985302096,1026.380583520029,9700,1023.0098510742188,1017.6168538411458,1023.3125708007813,,1036.942857793397,1023.3125708007813,1009.6822838081655,1050.5731447860128,996.0519968155497,,,,10100.0,16896.0,,,86.5188470066519,59.947314488393765,56.02021593300185
2015-06-24,1036.492919921875,1036.492919921875,985.9322896817835,1031.436856897866,26500,1025.2008666992188,1018.2909912109375,1023.8725073242188,,1037.7430981394298,1023.8725073242188,1010.0019165090079,1051.6136889546406,996.131325693797,,,,12580.0,17424.0,,91.68316831683168,110.82375478927202,63.170904985044096,58.187875933817146
2015-06-25,1031.4366455078125,1040.7060924854154,1022.1671985302096,1040.7060924854154,9500,1027.5603637695312,1018.6280436197917,1024.2968603515626,,1038.229952494032,1024.2968603515626,1010.3637682090932,1052.1630446365014,996.4306760666238,,,,12020.0,17192.0,,88.00422386483633,124.0085744908896,57.92603694906779,55.254995858734915
2015-06-26,1022.1675415039062,1033.9650234338771,1022.1675415039062,1033.9650234338771,10100,1028.5716552734375,1018.5157063802084,1023.7837866210938,,1037.5486582443364,1023.7837866210938,1010.0189149978512,1051.3135298675788,996.2540433746086,,,,12260.0,16616.0,,89.98056575253725,118.78850102669405,49.45748532331778,50.25433780619382
2015-06-29,1007.8416137695312,1010.369644573301,990.1453981431432,1002.7855521619919,18000,1025.8750732421875,1017.6730143229166,1021.8976806640625,,1034.432299025276,1021.8976806640625,1009.3630623028489,1046.9669173864897,996.8284439416353,,,,14760.0,16072.0,,73.67261069925867,181.34796238244516,39.43354142236395,43.67531571212878
2015-06-30,1025.537841796875,1038.1779959685703,1012.0550106804001,1017.9537492938579,8700,1024.6953125,1020.3133870442708,1020.852744140625,,1031.8581965182027,1020.852744140625,1009.8472917630472,1042.8636488957804,998.8418393854695,,,,14560.0,15772.0,,64.49609296734121,159.24764890282134,52.74354586215425,52.02951011081207
2015-07-01,1035.650390625,1036.4930679159886,1019.6395220962165,1035.650390625,17300,1024.526806640625,1023.0661417643229,1020.9875830078125,,1032.151715678573,1020.9875830078125,1009.823450337052,1043.3158483493335,998.6593176662916,,,,12720.0,15248.0,,76.38740089993573,169.90595611285266,58.59343542682406,56.04195253464393
2015-07-02,1028.066162109375,1039.863642658171,1028.066162109375,1035.6502567478867,11900,1023.8527099609375,1024.189717610677,1021.1561254882813,,1032.393801853503,1021.1561254882813,1009.9184491230595,1043.6314782187249,998.6807727578379,,,,13200.0,14992.0,,82.96485920409587,131.30779392338178,53.05235442203162,52.495514941989455
