Date,Close,High,Low,Open,Volume,sma5,sma15,sma25,sma50,upper1,middle,lower1,upper2,lower2,macd,macdsignal,macdhist,ema5volume,ema25volume,ema50volume,vr,vr14,rsi9,rsi14
2025-04-01,1168.0,1171.0,1150.0,1171.0,5800,,,,,,,,,,,,,,,,,,,
2025-04-02,1142.0,1168.0,1140.0,1168.0,9900,,,,,,,,,,,,,,,,,,,
2025-04-03,1130.0,1141.0,1121.0,1141.0,6000,,,,,,,,,,,,,,,,,,,
2025-04-04,1126.0,1130.0,1110.0,1130.0,8100,,,,,,,,,,,,,,,,,,,
2025-04-07,1106.0,1122.0,1092.0,1120.0,12400,1134.4,,,,,,,,,,,,8440.0,,,,,,
2025-04-08,1132.0,1137.0,1117.0,1117.0,4100,1127.2,,,,,,,,,,,,8100.0,,,,,,
2025-04-09,1133.0,1135.0,1100.0,1132.0,7100,1125.4,,,,,,,,,,,,7540.0,,,,,,
2025-04-10,1161.0,1179.0,1147.0,1179.0,5800,1131.6,,,,,,,,,,,,7500.0,,,,,,
2025-04-11,1161.0,1161.0,1132.0,1136.0,3500,1138.6,,,,,,,,,,,,6580.0,,,,,,
2025-04-14,1173.0,1173.0,1136.0,1136.0,7500,1152.0,,,,,,,,,,,,5600.0,,,,,51.93798449612403,
2025-04-15,1146.0,1171.0,1135.0,1171.0,6500,1154.8,,,,,,,,,,,,6080.0,,,,,42.03921568627451,
2025-04-16,1147.0,1147.0,1142.0,1146.0,1900,1157.6,,,,,,,,,,,,5040.0,,,,,42.495866160879295,
2025-04-17,1145.0,1155.0,1141.0,1155.0,2800,1154.4,,,,,,,,,,,,4440.0,,,,,41.7556686497981,
2025-04-18,1146.0,1150.0,1140.0,1146.0,6300,1151.4,,,,,,,,,,,,5000.0,,,,72.6027397260274,42.32079135296927,
2025-04-21,1153.0,1180.0,1140.0,1144.0,8400,1147.4,1144.6,,,,,,,,,,,5180.0,,,,90.30558482613277,46.41511313297321,45.50898203592815
2025-04-22,1163.0,1163.0,1153.0,1153.0,3100,1150.8,1144.2666666666667,,,,,,,,,,,4500.0,,,,122.37017310252996,51.902206093313254,48.81003894418001
2025-04-23,1171.0,1171.0,1158.0,1163.0,6900,1155.6,1146.2,,,,,,,,,,,5500.0,,,,167.5118858954041,55.960854175716136,51.34921388124387
2025-04-24,1161.0,1173.0,1161.0,1173.0,7400,1158.8,1148.2666666666667,,,,,,,,,,,6420.0,,,,171.3128038897893,50.02472327362215,48.135078230679575
2025-04-25,1163.0,1163.0,1156.0,1158.0,1200,1162.2,1150.7333333333333,,,,,,,,,,,5400.0,,,,292.95392953929536,51.18968920676215,48.82500483481886
2025-04-28,1160.0,1162.0,1157.0,1157.0,600,1163.6,1154.3333333333333,,,,,,,,,,,3840.0,,,,262.2047244094488,49.25225089849536,47.79790196784144
2025-04-30,1167.0,1168.0,1160.0,1163.0,2900,1164.4,1156.6666666666667,,,,,,,,,,,3800.0,,,,240.15748031496065,53.838470899311154,50.41880013811891
2025-05-01,1164.0,1164.0,1158.0,1158.0,1000,1163.0,1158.7333333333333,,,,,,,,,,,2620.0,,,,199.25187032418953,51.59053526945668,49.27693766977351
2025-05-02,1168.0,1168.0,1155.0,1164.0,1800,1164.4,1159.2,,,,,,,,,,,1500.0,,,,218.57923497267763,54.44372479594354,50.8744782123223
2025-05-07,1157.0,1168.0,1156.0,1168.0,2000,1163.2,1158.9333333333334,,,,,,,,,,,1660.0,,,,160.0985221674877,46.047376451671525,46.53403103448312
2025-05-08,1154.0,1156.0,1154.0,1156.0,400,1162.0,1157.6666666666667,1151.88,,1168.05978986266,1151.88,1135.7002101373403,1184.2395797253196,1119.5204202746806,,,,1620.0,4936.0,,,228.8732394366197,43.96696059946051,45.396482427626026
2025-05-09,1158.0,1158.0,1149.0,1155.0,5100,1160.2,1158.4666666666667,1151.48,,1167.377471497064,1151.48,1135.582528502936,1183.274942994128,1119.685057005872,,,,2060.0,4908.0,,108.49617672047577,251.40845070422534,47.52329875246154,47.248139214882556
2025-05-12,1174.0,1176.0,1151.0,1160.0,9600,1162.2,1160.2666666666667,1152.76,,1169.1240581763789,1152.76,1136.3959418236211,1185.4881163527575,1120.0318836472425,,,,3780.0,4896.0,,124.8088360237893,397.3684210526316,59.18143475812222,53.97183703889857
2025-05-13,1168.0,1194.0,1140.0,1155.0,57000,1162.2,1161.8,1154.28,,1170.2186825051542,1154.28,1138.3413174948457,1186.1573650103087,1122.4026349896913,,,,14820.0,6936.0,,69.32515337423312,57.01754385964912,54.110073968935716,51.32970149669745
2025-05-14,1159.0,1168.0,1153.0,1168.0,6900,1162.6,1162.6666666666667,1155.6,,1170.4727939540687,1155.6,1140.727206045931,1185.3455879081375,1125.8544120918623,,,,15800.0,6888.0,,68.74122601778194,40.63745019920319,47.27402203382346,47.56804497219843
2025-05-15,1153.0,1157.0,1152.0,1155.0,1500,1162.4,1162.6666666666667,1157.48,,1168.4129593431976,1157.48,1146.5470406568024,1179.345918686395,1135.614081313605,,,,16020.0,6452.0,,73.26683291770574,35.80729166666667,43.18240209481884,45.190384385186135
2025-05-16,1122.0,1155.0,1085.0,1153.0,30500,1155.2,1159.9333333333334,1157.08,,1169.069728937727,1157.08,1145.090271062273,1181.0594578754542,1133.1005421245457,,,,21100.0,7508.0,,62.06168145331643,19.19850885368127,28.729307244081077,35.35696322792176
2025-05-19,1136.0,1145.0,1128.0,1143.0,9600,1147.6,1157.6,1157.2,,1168.9609523423842,1157.2,1145.439047657616,1180.7219046847683,1133.6780953152318,,,,21100.0,7608.0,,66.70891423743134,30.23023023023023,39.08740533372402,41.5434335331382
2025-05-20,1137.0,1137.0,1132.0,1136.0,3400,1141.4,1156.0,1156.24,,1168.6150717169644,1156.24,1143.8649282830356,1180.9901434339288,1131.4898565660712,,,,10380.0,7512.0,,63.58259400084495,32.432432432432435,39.79057160403039,41.97062807975476
2025-05-21,1138.0,1139.0,1121.0,1136.0,5900,1137.2,1154.3333333333333,1155.32,,1168.15345627647,1155.32,1142.4865437235298,1180.9869125529403,1129.6530874470595,-0.9675508978475591,5.256145521027823,-6.223696418875382,10180.0,7608.0,,63.66708914237431,38.56998992950655,40.56247713822959,42.42375557342458
2025-05-22,1126.0,1138.0,1114.0,1138.0,12100,1131.8,1152.0666666666666,1153.44,,1166.9694641431165,1153.44,1139.9105358568836,1180.4989282862332,1126.381071713767,-2.6790935562084996,3.6690977055805583,-6.348191261789058,12300.0,7792.0,,57.18725718725719,31.77737881508079,34.57791687205847,38.53513671943705
2025-05-23,1126.0,1126.0,1119.0,1119.0,3200,1132.6,1149.3333333333333,1152.64,,1167.1420826090546,1152.64,1138.1379173909456,1181.6441652181093,1123.635834781891,-3.989514800722418,2.137375204319963,-6.126890005042381,6840.0,7660.0,,51.95702225633154,33.035714285714285,34.57791687205848,38.535136719437055
2025-05-26,1129.0,1156.0,1118.0,1156.0,15700,1131.2,1147.0,1151.92,,1167.114525329862,1151.92,1136.725474670138,1182.309050659724,1121.530949340276,-4.73141731650162,0.7636167001556464,-5.495034016657266,8060.0,8212.0,,67.36672051696284,45.44642857142857,37.4957623665414,40.12636063752048
2025-05-27,1123.0,1128.0,1123.0,1124.0,5200,1128.4,1144.0,1151.04,,1167.215240338247,1151.04,1134.864759661753,1183.390480676494,1118.689519323506,-5.737393164288733,-0.5365852727332294,-5.200807891555503,8420.0,8308.0,,63.17829457364341,44.18402777777778,34.07619233846227,38.007102685259625
2025-05-28,1120.0,1127.0,1119.0,1124.0,10300,1124.8,1141.5333333333333,1150.0,,1167.264993483928,1150.0,1132.735006516072,1184.5299869678558,1115.4700130321442,-6.699483721223942,-1.769164962431372,-4.93031875879257,9300.0,8468.0,,59.70695970695971,40.68745003996803,32.4134057742585,36.95612107165685
2025-05-29,1116.0,1124.0,1114.0,1120.0,8200,1122.8,1139.0,1148.52,,1167.0070116568363,1148.52,1130.0329883431637,1185.4940233136724,1111.5459766863275,-7.695999300347239,-2.9545318300145453,-4.741467470332694,8520.0,8460.0,,51.969592259847964,34.358589647411854,30.202740183440273,35.544787425013645
2025-05-30,1122.0,1122.0,1111.0,1116.0,4100,1122.0,1136.6,1146.88,,1165.8226925224444,1146.88,1127.9373074775558,1184.7653850448887,1108.9946149551115,-7.91040895008382,-3.9457072540284,-3.9647016960554198,8700.0,8500.0,,48.997926744989634,30.23255813953488,37.40668116685515,39.29002450216133
2025-06-02,1120.0,1124.0,1113.0,1124.0,4600,1120.2,1133.0,1144.84,,1163.821422496747,1144.84,1125.858577503253,1182.8028449934939,1106.877155006506,-8.147790767397964,-4.786123956702313,-3.3616668106956515,6480.0,8408.0,,45.411922304085735,49.81458590852905,36.012817983259,38.48723549852638
2025-06-03,1124.0,1126.0,1119.0,1120.0,4500,1120.4,1130.0666666666666,1143.36,,1162.4657687623471,1143.36,1124.2542312376527,1181.5715375246941,1105.1484624753057,-7.92183303717502,-5.413265772796854,-2.508567264378166,6340.0,8292.0,,43.80442062960482,60.54054054054055,40.96254360201467,41.08019134862616
2025-06-04,1128.0,1128.0,1123.0,1125.0,4300,1122.0,1128.0,1141.96,,1160.8565181978056,1141.96,1123.0634818021945,1179.7530363956112,1104.166963604389,-7.335435008798868,-5.797699619997257,-1.537735388801611,5140.0,8416.0,,49.11909795630726,67.72413793103448,45.68892798221669,43.63874887015072
2025-06-05,1125.0,1129.0,1125.0,1128.0,1300,1123.8,1126.1333333333334,1140.56,,1159.3644250111554,1140.56,1121.7555749888445,1178.1688500223106,1102.9511499776893,-7.031727892449453,-6.044505274487696,-0.9872226179617574,3760.0,8444.0,,47.83519553072625,113.39491916859123,42.7979913454407,42.16004611690885
2025-06-06,1128.0,1128.0,1125.0,1127.0,1200,1125.0,1126.5333333333333,1139.0,,1157.1526857517013,1139.0,1120.8473142482987,1175.3053715034025,1102.6946284965975,-6.474330831008274,-6.130470385791812,-0.3438604452164622,3180.0,8376.0,,48.87798036465638,93.99538106235565,46.5992505061615,44.19641012432017
2025-06-09,1134.0,1140.0,1129.0,1129.0,6100,1127.8,1126.4,1137.8,,1155.237889780592,1137.8,1120.362110219408,1172.6757795611838,1102.924220438816,-5.485209705024317,-6.001418249638313,0.5162085446139955,3480.0,8580.0,,51.12201963534362,100.2309468822171,53.545167889407765,48.129741746144454
2025-06-10,1139.0,1142.0,1134.0,1142.0,6700,1130.8,1126.5333333333333,1136.64,,1152.959019578389,1136.64,1120.3209804216112,1169.278039156778,1104.0019608432222,-4.248887344723244,-5.650912068655299,1.4020247239320556,3920.0,8776.0,,56.21468926553672,102.07852193995382,58.59426823176672,51.21564582654044
2025-06-11,1141.0,1141.0,1136.0,1138.0,900,1133.4,1126.7333333333333,1136.0,,1151.813917920619,1136.0,1120.186082079381,1167.627835841238,1104.372164158762,-3.0722941867127247,-5.135188492266784,2.0628943055540594,3240.0,8732.0,,55.57909604519774,144.55128205128204,60.524982269818075,52.43463410350708
2025-06-12,1139.0,1140.0,1137.0,1140.0,1000,1136.2,1127.6,1135.4,1143.64,1150.7987012439323,1135.4,1120.0012987560679,1166.1974024878646,1104.6025975121356,-2.274994200388619,-4.563149633891151,2.2881554335025323,3180.0,8756.0,6846.0,55.97439544807966,142.15686274509804,57.508227589603266,51.060624480402005
2025-06-13,1139.0,1139.0,1136.0,1139.0,1200,1138.4,1128.4666666666667,1134.64,1143.06,1149.3583694749082,1134.64,1119.921630525092,1164.0767389498164,1105.2032610501838,-1.6244031091048328,-3.9754003289338877,2.350997219829055,3180.0,8600.0,6754.0,56.32102272727273,91.02564102564102,57.508227589603266,51.060624480402005
2025-06-16,1142.0,1144.0,1137.0,1139.0,2200,1140.0,1129.3333333333333,1133.36,1143.06,1145.817543899188,1133.36,1120.9024561008118,1158.2750877983758,1108.444912201624,-0.8568527884795003,-3.35169082084301,2.4948380323635098,2400.0,8304.0,6600.0,54.26136363636363,117.6923076923077,61.18140141422933,53.19431188166758
2025-06-17,1145.0,1145.0,1139.0,1145.0,2900,1141.2,1130.8,1132.44,1143.36,1143.011962920862,1132.44,1121.868037079138,1153.583925841724,1111.296074158276,-0.006414756212052453,-2.6826356079168185,2.676220851704766,1640.0,6140.0,6538.0,49.502840909090914,213.37579617834396,64.62191644773594,55.29339088206593
2025-06-18,1150.0,1150.0,1145.0,1145.0,4400,1143.0,1132.8,1132.08,1143.84,1141.8653768450652,1132.08,1122.2946231549347,1151.6507536901304,1112.5092463098695,1.0588163489114777,-1.9343452165511592,2.993161565462637,2340.0,6040.0,6464.0,88.42482100238664,505.33333333333337,69.66333460050075,58.623917802587535
2025-06-19,1152.0,1152.0,1143.0,1143.0,2700,1145.6,1135.2,1132.04,1144.76,1141.7414638070775,1132.04,1122.3385361929224,1151.442927614155,1112.637072385845,2.040876999946704,-1.1393007732515865,3.1801777731982908,2680.0,6088.0,6270.0,99.8699609882965,486.66666666666663,71.49145970386981,59.91043970713705
2025-06-20,1161.0,1162.0,1154.0,1155.0,6600,1150.0,1137.8,1133.6,1145.34,1144.6090871556266,1133.6,1122.5909128443732,1155.6181743112534,1111.5818256887464,3.5049885983369222,-0.21044289893388468,3.715431497270807,3760.0,5132.0,6320.0,110.61007957559681,1486.2068965517242,78.15558937151091,65.16021256088436
