,datetime,pnl_sum,return
496,2025-06-05 09:15:00,10005.80246206387,0.001000580246206387
497,2025-06-05 09:20:00,13755.320078018094,0.0013755320078018094
498,2025-06-05 09:25:00,34.60218881636558,3.4602188816365585e-06
499,2025-06-05 09:30:00,12438.587558134504,0.0012438587558134505
500,2025-06-05 09:35:00,4708.97867614971,0.000470897867614971
501,2025-06-05 09:40:00,13478.756603331647,0.0013478756603331648
502,2025-06-05 09:45:00,9334.347288106139,0.0009334347288106139
503,2025-06-05 09:50:00,22037.562791969525,0.0022037562791969527
504,2025-06-05 09:55:00,15927.499098045731,0.0015927499098045731
505,2025-06-05 10:00:00,16518.273299446624,0.0016518273299446623
506,2025-06-05 10:05:00,9383.769147071687,0.0009383769147071687
507,2025-06-05 10:10:00,13798.88991750392,0.001379888991750392
508,2025-06-05 10:15:00,3526.356607153927,0.00035263566071539273
509,2025-06-05 10:20:00,8238.662445666827,0.0008238662445666827
510,2025-06-05 10:25:00,-1793.8571514510977,-0.00017938571514510977
511,2025-06-05 10:30:00,6599.57350320416,0.000659957350320416
512,2025-06-05 10:35:00,-754.6007464400835,-7.546007464400835e-05
513,2025-06-05 10:40:00,12839.27905520073,0.001283927905520073
514,2025-06-05 10:45:00,1785.0371282892456,0.00017850371282892457
515,2025-06-05 10:50:00,15358.639266832812,0.0015358639266832813
516,2025-06-05 10:55:00,7610.161933032601,0.0007610161933032601
517,2025-06-05 11:00:00,20438.888788804426,0.0020438888788804426
518,2025-06-05 11:05:00,6826.9595701462695,0.0006826959570146269
519,2025-06-05 11:10:00,20719.689688432667,0.002071968968843267
520,2025-06-05 11:15:00,3632.7908992709563,0.00036327908992709565
521,2025-06-05 11:20:00,16038.895950167827,0.0016038895950167826
522,2025-06-05 11:25:00,6670.3527261464815,0.0006670352726146482
523,2025-06-05 11:30:00,21878.912643666907,0.002187891264366691
524,2025-06-05 12:30:00,6911.909929679905,0.0006911909929679905
525,2025-06-05 12:35:00,26398.808487435523,0.0026398808487435523
526,2025-06-05 12:40:00,16243.031663943351,0.001624303166394335
527,2025-06-05 12:45:00,36318.94871646985,0.003631894871646985
528,2025-06-05 12:50:00,19327.34494609932,0.0019327344946099322
529,2025-06-05 12:55:00,31039.72911456936,0.003103972911456936
530,2025-06-05 13:00:00,15048.900442665288,0.0015048900442665289
531,2025-06-05 13:05:00,33719.667260687376,0.003371966726068738
532,2025-06-05 13:10:00,16497.081085551734,0.0016497081085551735
533,2025-06-05 13:15:00,25239.59116797668,0.002523959116797668
534,2025-06-05 13:20:00,16990.470590541714,0.0016990470590541715
535,2025-06-05 13:25:00,30359.651265179036,0.0030359651265179036
536,2025-06-05 13:30:00,21870.419978539896,0.00218704199785399
537,2025-06-05 13:35:00,29519.730080885412,0.0029519730080885412
538,2025-06-05 13:40:00,18975.874353937757,0.0018975874353937758
539,2025-06-05 13:45:00,32199.820371833288,0.0032199820371833286
540,2025-06-05 13:50:00,5918.019067725137,0.0005918019067725137
541,2025-06-05 13:55:00,15799.619397196035,0.0015799619397196035
542,2025-06-05 14:00:00,5622.917129287822,0.0005622917129287822
543,2025-06-05 14:05:00,16959.90681914334,0.001695990681914334
544,2025-06-05 14:10:00,3950.9334884599866,0.00039509334884599864
545,2025-06-05 14:15:00,15119.807120442223,0.0015119807120442222
546,2025-06-05 14:20:00,-808.164876898996,-8.08164876898996e-05
547,2025-06-05 14:25:00,13559.837605070792,0.0013559837605070792
548,2025-06-05 14:30:00,2477.940946380691,0.0002477940946380691
549,2025-06-05 14:35:00,15839.889698293175,0.0015839889698293175
550,2025-06-05 14:40:00,3805.9097348605487,0.0003805909734860549
551,2025-06-05 14:45:00,17399.835453008352,0.0017399835453008352
552,2025-06-05 14:50:00,6810.462148215709,0.0006810462148215709
553,2025-06-05 14:55:00,16279.92279289273,0.0016279922792892731
554,2025-06-05 15:00:00,2425.983620579486,0.0002425983620579486
555,2025-06-05 15:05:00,11279.632179300539,0.0011279632179300538
556,2025-06-05 15:10:00,-1488.072392526674,-0.00014880723925266741
557,2025-06-05 15:15:00,16679.626904756442,0.0016679626904756442
558,2025-06-05 15:20:00,3915.915783323423,0.0003915915783323423
559,2025-06-05 15:25:00,18999.861023469468,0.0018999861023469469
560,2025-06-05 15:30:00,5138.501052792992,0.0005138501052792992
561,2025-06-06 09:00:00,26553.55463859246,0.002655355463859246
562,2025-06-06 09:05:00,159.64455900416812,1.5964455900416812e-05
563,2025-06-10 09:05:00,189.98136907465948,1.8998136907465948e-05
564,2025-06-10 09:10:00,179.99865680721385,1.7999865680721383e-05
565,2025-06-10 09:15:00,159.99766316413655,1.5999766316413656e-05
566,2025-06-10 09:20:00,149.99896110810258,1.4999896110810257e-05
567,2025-06-10 09:25:00,279.9880964063603,2.7998809640636027e-05
568,2025-06-10 09:30:00,309.99770450176055,3.0999770450176055e-05
569,2025-06-10 09:35:00,310.0000000000023,3.1000000000000225e-05
570,2025-06-10 09:40:00,329.99882978314713,3.299988297831471e-05
571,2025-06-10 09:45:00,469.992103232334,4.69992103232334e-05
572,2025-06-10 09:50:00,439.99862358081,4.3999862358081e-05
573,2025-06-10 09:55:00,469.9987370627093,4.6999873706270935e-05
574,2025-06-10 10:00:00,389.99674591671857,3.8999674591671854e-05
575,2025-06-10 10:05:00,399.99960790658224,3.999996079065822e-05
576,2025-06-10 10:10:00,379.9992487537674,3.799992487537674e-05
577,2025-06-10 10:15:00,329.9981607294993,3.299981607294993e-05
578,2025-06-10 10:20:00,399.9975153963905,3.999975153963905e-05
579,2025-06-10 10:25:00,369.9989652187676,3.699989652187676e-05
580,2025-06-10 10:30:00,370.00000000000455,3.700000000000045e-05
581,2025-06-10 10:35:00,269.9967112119646,2.699967112119646e-05
582,2025-06-10 10:40:00,259.9996806648693,2.5999968066486927e-05
583,2025-06-10 10:45:00,289.99906645761774,2.8999906645761774e-05
584,2025-06-10 10:50:00,279.9996939122429,2.799996939122429e-05
585,2025-06-10 10:55:00,149.99606629056507,1.4999606629056507e-05
586,2025-06-10 11:00:00,189.99885844092287,1.8999885844092286e-05
587,2025-06-10 11:05:00,199.99973384301867,1.9999973384301868e-05
588,2025-06-10 11:10:00,169.99921177832854,1.6999921177832853e-05
589,2025-06-10 11:15:00,159.99974102687483,1.5999974102687483e-05
590,2025-06-10 11:20:00,149.99974540424614,1.4999974540424614e-05
591,2025-06-10 11:25:00,129.99949989633245,1.2999949989633246e-05
592,2025-06-10 11:30:00,99.999272304787,9.9999272304787e-06
593,2025-06-10 12:30:00,109.99976444253987,1.0999976444253987e-05
594,2025-06-10 12:35:00,69.99911164622812,6.999911164622811e-06
