,datetime,pnl_sum,return
466,2025-06-02 10:05:00,1598.103225314297,0.0001598103225314297
467,2025-06-02 10:15:00,1600.0,0.00016
468,2025-06-02 10:25:00,1600.0,0.00016
469,2025-06-02 10:35:00,1600.0,0.00016
470,2025-06-02 10:45:00,1600.0,0.00016
471,2025-06-02 10:55:00,800.0,8e-05
472,2025-06-02 11:05:00,899.1309116922662,8.991309116922662e-05
473,2025-06-02 11:15:00,698.2664988875634,6.982664988875634e-05
474,2025-06-02 11:25:00,799.1457673890418,7.991457673890417e-05
475,2025-06-02 12:30:00,800.0,8e-05
476,2025-06-02 12:40:00,899.2370598825238,8.992370598825238e-05
477,2025-06-02 12:50:00,900.0,9e-05
478,2025-06-02 13:00:00,900.0,9e-05
479,2025-06-02 13:10:00,999.3107234816229,9.993107234816228e-05
480,2025-06-02 13:20:00,1000.0,0.0001
481,2025-06-02 13:30:00,1000.0,0.0001
482,2025-06-02 13:40:00,1099.3246957107594,0.00010993246957107594
483,2025-06-02 13:50:00,1100.0,0.00011
484,2025-06-02 14:00:00,1100.0,0.00011
485,2025-06-02 14:10:00,999.3880429031135,9.993880429031134e-05
486,2025-06-02 14:20:00,1000.0,0.0001
487,2025-06-02 14:30:00,899.4062022258777,8.994062022258776e-05
488,2025-06-02 14:40:00,799.4233149010327,7.994233149010327e-05
489,2025-06-02 14:50:00,800.0,8e-05
490,2025-06-02 15:00:00,800.0,8e-05
491,2025-06-02 15:10:00,899.4400831630846,8.994400831630846e-05
492,2025-06-02 15:20:00,900.0,9e-05
493,2025-06-02 15:30:00,799.4997256766459,7.994997256766459e-05
494,2025-06-05 09:05:00,-667.4675988790989,-6.67467598879099e-05
495,2025-06-05 09:10:00,14334.800531134166,0.0014334800531134167
