,5,15,20,30,60,120,day
30,-4.36447722,-6.378977399,-2.103133156,-2.54025804,-0.833291071,-0.536916,2.970384
40,-7.11791235,-3.384893054,0.11269762963035161,-2.943565435,3.020808893318145,0.030339,4.454839
50,-3.375756834,1.7200892074702578,-0.133177938,3.3269084679499605,4.241324788,2.036276,6.379652
60,1.9169260548273976,8.922866823971095,4.126756224471265,10.634336016108369,5.319623091638427,4.674337,8.734656
70,-1.112051994,7.396827343014711,1.7691296366789668,7.187653362532841,6.766134420809508,10.095015,13.465974
80,2.148351976,4.488570579743382,4.198630487968381,4.401615266900598,6.309237575499704,8.804887,9.245118
