
15, 80, 6.973117822201458, 0.0077
10, 80, 6.6414436605374565, 0.0077
30, 80, 7.197799008065062, 0.0077
20, 80, 6.489426625162301, 0.0077
5, 80, 6.962876797747777, 0.0077

# macd
15, 0, 0.038009875098008676, 0.0077
10, 0, -1.9056099692608746, 0.0077
30, 0, 0.5485530767630008, 0.0077
20, 0, 0.41717237298506166, 0.0077
30, 0, -1.2896042085335575, 0.0077
20, 0, -1.5405920263828403, 0.0077

5, 80, 2.14835197578967, 0.0077
15, 80, 4.488570579743382, 0.0077
30, 80, 4.401615266900598, 0.0077
20, 80, 4.198630487968381, 0.0077
5, 30, -4.364477219769632, 0.0077
5, 40, -7.117912350167742, 0.0077
5, 50, -3.3757568337743704, 0.0077
5, 60, 1.9169260548273976, 0.0077
5, 70, -1.1120519941778793, 0.0077
5, 80, 2.14835197578967, 0.0077
15, 30, -6.378977398507405, 0.0077
15, 40, -3.3848930542492597, 0.0077
15, 50, 1.7200892074702578, 0.0077
15, 60, 8.922866823971095, 0.0077
15, 70, 7.396827343014711, 0.0077
15, 80, 4.488570579743382, 0.0077
20, 30, -2.103133155567688, 0.0077
20, 40, 0.11269762963035161, 0.0077
20, 50, -0.13317793824973476, 0.0077
20, 60, 4.126756224471265, 0.0077
20, 70, 1.7691296366789668, 0.0077
20, 80, 4.198630487968381, 0.0077
30, 30, -2.5402580400506802, 0.0077
30, 40, -2.943565434502783, 0.0077
30, 50, 3.3269084679499605, 0.0077
30, 60, 10.634336016108369, 0.0077
30, 70, 7.187653362532841, 0.0077
30, 80, 4.401615266900598, 0.0077
60, 30, -0.833291070568764, 0.0077
60, 40, 3.020808893318145, 0.0077
60, 50, 4.24132478784128, 0.0077
60, 60, 5.319623091638427, 0.0077
60, 70, 6.766134420809508, 0.0077
60, 80, 6.309237575499704, 0.0077
5, 30, 0.32789381418001445, 0.0077
5, 40, -7.075194902758547, 0.0077
5, 50, -6.994705019609856, 0.0077
5, 60, -7.4621772249577605, 0.0077
5, 70, -5.661067919725697, 0.0077
5, 80, -4.678820282830545, 0.0077
15, 30, -9.969217948415439, 0.0077
15, 40, -7.437610337177207, 0.0077
15, 50, -7.867719954483559, 0.0077
15, 60, -4.242477113418325, 0.0077
15, 70, -6.008163519092784, 0.0077
15, 80, -6.378977398507405, 0.0077
20, 30, -6.870821582563911, 0.0077
20, 40, -6.853814755298368, 0.0077
20, 50, -6.43490986812607, 0.0077
20, 60, -5.0365784285357345, 0.0077
20, 70, -1.942013424122842, 0.0077
20, 80, -2.700758497090368, 0.0077
30, 30, -7.251855271951326, 0.0077
30, 40, -7.3642247351207315, 0.0077
30, 50, -8.100014265599482, 0.0077
30, 60, -6.371189374427194, 0.0077
30, 70, -3.358876344190758, 0.0077
30, 80, -2.4890093909644873, 0.0077
60, 30, -10.720548193120633, 0.0077
60, 40, -5.942924721982177, 0.0077
60, 50, -6.257427703907238, 0.0077
60, 60, -4.261008067360416, 0.0077
60, 70, -0.5965020868636159, 0.0077
60, 80, -1.4734222780031416, 0.0077
120, 30, -0.5369156639086852, 0.0077
120, 40, 0.03033866902143935, 0.0077
120, 50, 2.0362763349783504, 0.0077
120, 60, 4.67433749191166, 0.0077
120, 70, 10.09501452724387, 0.0077
120, 80, 8.804887193394004, 0.0077
329, 30, 2.970384349641007, 0.0077
329, 40, 4.4548388546704585, 0.0077
329, 50, 6.379652014703775, 0.0077
329, 60, 8.734655910609671, 0.0077
329, 70, 13.465973939413951, 0.0077
329, 80, 9.24511816073902, 0.0077
329, 70, 13.465973939413951, 0.0077
329, 30, 6.155020305304859, 0.0077
329, 40, 6.538637998372043, 0.0077
329, 50, 8.903566361314494, 0.0077
329, 60, 13.46681125824218, 0.0077
329, 70, 8.026496473545876, 0.0077
329, 80, -24.490146102715357, 0.0077
