
15, 80, 12.882691261148855, 0.0077
15, 80, 12.882691261148855, 0.0077
15, 80, -13.939654330662215, 0.0077
15, 80, -12.883837386075372, 0.0077
10, 80, -11.794302292989556, 0.0077
5, 80, -12.601184341705439, 0.0077
2, 80, -9.075182584106013, 0.0077
1, 80, -12.586141741664811, 0.0077
3, 80, -13.896045302299608, 0.0077
4, 80, -12.684483982038978, 0.0077
20, 80, -10.569941731053824, 0.0077
30, 80, -12.483121086040246, 0.0077
60, 80, -11.104111344902241, 0.0077
15, 30, 2.079766836625641, 0.0077
10, 30, 4.332616870743918, 0.0077
5, 30, 4.007833031556324, 0.0077
2, 30, 3.117297850247378, 0.0077
1, 30, 6.335455531206371, 0.0077
3, 30, 3.6336416687688153, 0.0077
4, 30, 4.027567951626635, 0.0077
20, 30, 2.5248392943158273, 0.0077
30, 30, 1.1281596368205504, 0.0077
60, 30, -0.8207800748044238, 0.0077
15, 30, -0.5372411905526989, 0.0077
15, 40, -0.20583927914996847, 0.0077
15, 50, -0.8203060556059737, 0.0077
15, 60, -5.776162929243018, 0.0077
15, 70, -7.555207369535551, 0.0077
15, 80, -6.146974244236284, 0.0077
10, 30, 0.5042058352691826, 0.0077
10, 40, -3.6820205411862337, 0.0077
10, 50, -7.365545345372423, 0.0077
10, 60, -4.402531701452791, 0.0077
10, 70, -4.63132589689187, 0.0077
10, 80, -4.857268361392739, 0.0077
5, 30, 0.6670100040290395, 0.0077
5, 40, 3.065679254070503, 0.0077
5, 50, -7.2453170990259315, 0.0077
5, 60, -6.161283087924941, 0.0077
5, 70, -7.785078590760983, 0.0077
5, 80, -5.103309500705795, 0.0077
2, 30, -6.331335863135706, 0.0077
2, 40, -0.7952079020660698, 0.0077
2, 50, -9.555108025426026, 0.0077
2, 60, -10.426662891683296, 0.0077
2, 70, -9.19043890732242, 0.0077
2, 80, -1.6203413536869644, 0.0077
1, 30, -3.4791066632372307, 0.0077
1, 40, 2.3502873259788246, 0.0077
1, 50, -7.362752477038251, 0.0077
1, 60, -2.7960327836861807, 0.0077
1, 70, 8.595429741476067, 0.0077
