Date,Close,High,Low,Open,Volume,sma5,sma15,sma25,sma50,upper1,middle,lower1,upper2,lower2,macd,macdsignal,macdhist,ema5volume,ema25volume,ema50volume,vr,vr14,rsi9,rsi14
2025-04-01,1199.0,1219.5,1193.0,1219.5,866200,,,,,,,,,,,,,,,,,,,
2025-04-02,1189.5,1198.5,1185.5,1198.0,592500,,,,,,,,,,,,,,,,,,,
2025-04-03,1160.0,1169.0,1148.5,1150.0,1228500,,,,,,,,,,,,,,,,,,,
2025-04-04,1157.0,1162.0,1135.5,1152.0,1362700,,,,,,,,,,,,,,,,,,,
2025-04-07,1104.5,1124.0,1089.0,1100.0,1489500,1162.0,,,,,,,,,,,,1107880.0,,,,,,
2025-04-08,1136.0,1144.5,1120.0,1134.5,1190100,1149.4,,,,,,,,,,,,1172660.0,,,,,,
2025-04-09,1128.0,1133.5,1107.5,1124.5,978700,1137.1,,,,,,,,,,,,1249900.0,,,,,,
2025-04-10,1165.0,1170.0,1142.5,1164.0,1174700,1138.1,,,,,,,,,,,,1239140.0,,,,,,
2025-04-11,1162.0,1162.5,1127.5,1140.0,825900,1139.1,,,,,,,,,,,,1131780.0,,,,,,
2025-04-14,1169.0,1173.5,1162.0,1162.0,441800,1152.0,,,,,,,,,,,,922240.0,,,,,41.71270718232044,
2025-04-15,1162.5,1171.0,1159.5,1168.0,418600,1157.3,,,,,,,,,,,,767940.0,,,,,40.092930633919686,
2025-04-16,1174.0,1175.5,1162.5,1162.5,529400,1166.5,,,,,,,,,,,,678080.0,,,,,44.39095775407249,
2025-04-17,1176.0,1186.5,1172.5,1180.5,373900,1168.7,,,,,,,,,,,,517920.0,,,,,45.16073903879384,
2025-04-18,1197.0,1198.5,1180.5,1182.0,454500,1175.7,,,,,,,,,,,,443640.0,,,,60.3851284728264,52.86768823395612,
2025-04-21,1214.5,1219.0,1200.5,1210.0,711800,1184.8,1166.2666666666667,,,,,,,,,,,497640.0,,,,70.70645554202193,58.35461384731847,53.23590814196242
