Date,Close,High,Low,Open,Volume,sma5,sma15,sma25,sma50,upper1,middle,lower1,upper2,lower2,macd,macdsignal,macdhist,ema5volume,ema25volume,ema50volume,vr,vr14,rsi9,rsi14
2025-04-01,1170.0,1175.0,1164.0,1166.0,609200,,,,,,,,,,,,,,,,,,,
2025-04-02,1151.0,1175.0,1148.0,1172.0,363800,,,,,,,,,,,,,,,,,,,
2025-04-03,1150.5,1154.0,1131.0,1134.0,802500,,,,,,,,,,,,,,,,,,,
2025-04-04,1161.0,1165.5,1145.0,1151.0,681100,,,,,,,,,,,,,,,,,,,
2025-04-07,1107.5,1140.5,1097.5,1122.0,721800,1148.0,,,,,,,,,,,,635680.0,,,,,,
2025-04-08,1150.0,1155.5,1111.0,1137.5,417600,1144.0,,,,,,,,,,,,597360.0,,,,,,
2025-04-09,1142.0,1147.5,1127.0,1142.5,476100,1142.2,,,,,,,,,,,,619820.0,,,,,,
2025-04-10,1165.5,1169.0,1154.0,1166.5,502400,1145.2,,,,,,,,,,,,559800.0,,,,,,
2025-04-11,1159.5,1159.5,1144.5,1155.5,487800,1144.9,,,,,,,,,,,,521140.0,,,,,,
2025-04-14,1159.5,1173.5,1157.5,1168.0,356000,1155.3,,,,,,,,,,,,447980.0,,,,,46.78899082568808,
2025-04-15,1159.5,1162.5,1155.0,1159.5,348300,1157.2,,,,,,,,,,,,434120.0,,,,,46.78899082568808,
2025-04-16,1173.5,1173.5,1156.0,1156.0,252800,1163.5,,,,,,,,,,,,389460.0,,,,,51.99172271081222,
2025-04-17,1166.5,1177.0,1162.0,1175.0,406400,1163.7,,,,,,,,,,,,370260.0,,,,,49.281314168377826,
2025-04-18,1170.0,1175.0,1165.0,1175.0,318800,1165.8,,,,,,,,,,,,336460.0,,,,69.92978909030481,50.72621810176544,
2025-04-21,1177.5,1180.0,1170.0,1172.0,366800,1169.4,1157.5666666666666,,,,,,,,,,,338620.0,,,,80.08890612233593,53.89276416129888,51.91815856777493
2025-04-22,1177.0,1177.0,1162.5,1163.0,394200,1172.9,1158.0333333333333,,,,,,,,,,,347800.0,,,,79.42020626484846,53.63425648694555,51.775554247596624
2025-04-23,1187.5,1199.0,1178.0,1185.0,736900,1175.7,1160.4666666666667,,,,,,,,,,,444620.0,,,,127.83561450791805,58.35370419201746,54.595961748866806
