Date,Date,Close,High,Low,Open,Volume,sma5,sma15,sma25,sma50,upper1,middle,lower1,upper2,lower2,macd,macdsignal,macdhist,ema5volume,ema25volume,ema50volume,vr,vr14,rsi9,rsi14
1,2015-02-24,814.22314453125,827.8360706676136,812.5215287642046,822.7312233664773,31600,,,,,,,,,,,,,,,,,,,
2,2015-02-25,809.1183471679688,816.7756185922713,805.7151154238343,810.819963040036,29600,,,,,,,,,,,,,,,,,,,
3,2015-02-26,814.22314453125,818.4771839488636,805.7150656960227,808.2674893465909,41200,,,,,,,,,,,,,,,,,,,
4,2015-02-27,811.6705932617188,816.7754397602201,804.0133235139667,814.2230165109695,46300,,,,,,,,,,,,,,,,,,,
5,2015-03-02,816.775634765625,823.582098388672,810.8199790954591,812.5215950012207,30100,813.2021728515625,,,,,,,,,,,,35760.0,,,,,,
6,2015-03-03,814.22314453125,823.58203125,811.6707208806819,823.58203125,25500,813.2021728515625,,,,,,,,,,,,34540.0,,,,,,
7,2015-03-04,809.9691162109375,819.3280030579126,809.118308315758,819.3280030579126,26200,813.3723266601562,,,,,,,,,,,,33860.0,,,,,,
8,2015-03-05,806.56591796875,816.7756131329114,805.7151100384032,813.3723814115243,56300,811.8408813476562,,,,,,,,,,,,36880.0,,,,,,
9,2015-03-06,804.8642578125,813.3723366477273,804.0134499289773,808.2674893465909,16500,810.4796142578125,,,,,,,,,,,,30920.0,,,,,,
10,2015-03-09,775.0859375,799.7593647091109,761.4730121432492,799.7593647091109,92300,802.1416748046875,,,,,,,,,,,,43360.0,,,,,17.143003545881243,
11,2015-03-10,768.2794189453125,786.1463821765989,762.3237645348837,783.5939588578436,49200,792.9529296875,,,,,,,,,,,,48100.0,,,,,15.189998708271672,
12,2015-03-11,766.577880859375,771.6827280127116,758.0698022704807,765.7270730004856,53200,784.2746826171875,,,,,,,,,,,,53500.0,,,,,14.71842781589988,
13,2015-03-12,764.8762817382812,768.2795132476841,759.771434474177,764.0254738609306,44100,775.9367553710938,,,,,,,,,,,,51060.0,,,,,14.221710623902784,
14,2015-03-13,778.4891357421875,783.5939825339395,769.1302499573087,771.6826733531848,50600,770.6617309570313,,,,,,,,,,,,57880.0,,,,27.755009107468126,34.20564023547091,
15,2015-03-16,787.8480834960938,797.2069700171056,779.3400048406284,784.4448520339076,35800,773.21416015625,796.1860026041667,,,,,,,,,,,46580.0,,,,35.90619307832423,44.251106914846815,35.779850930450664
16,2015-03-17,778.4891357421875,802.311754103697,775.9367123463114,797.206907311945,43400,775.256103515625,793.8037353515625,,,,,,,,,,,45420.0,,,,34.81236203090508,37.76449830459077,32.27245800231543
17,2015-03-18,772.5336303710938,778.48928611184,768.2795905562749,778.48928611184,19500,776.4472534179688,791.3647542317708,,,,,,,,,,,38680.0,,,,24.656084656084655,34.17789767116,30.240954080524418
18,2015-03-19,769.13037109375,774.235218689505,767.4287552284984,768.2795631611242,7600,777.2980712890625,788.3585693359375,,,,,,,,,,,31380.0,,,,26.855693868142,32.21121049455027,29.11314435749968
19,2015-03-20,760.6221923828125,769.1302705973854,760.6221923828125,768.2794627759281,32200,773.7246826171875,784.9553426106771,,,,,,,,,,,27700.0,,,,18.54077253218884,27.7243247816803,26.456691413588118
20,2015-03-23,766.577880859375,768.2794965771539,762.3238415649279,764.8762651415961,24400,769.4706420898438,781.6088256835938,,,,,,,,,,,25420.0,,,,25.15323496027242,34.86886818504517,31.189794069637355
21,2015-03-24,767.4286499023438,769.1302655340563,764.0254186389187,767.4286499023438,20900,767.258544921875,778.4891927083333,,,,,,,,,,,20920.0,,,,31.788559015206374,35.887361539036824,31.8643862784796
22,2015-03-25,765.7271118164062,768.279535522461,764.0254960123698,768.279535522461,27300,765.8972412109375,775.539725748698,,,,,,,,,,,22480.0,,,,34.18115753957955,34.66759746575758,31.20546460093839
23,2015-03-26,755.5173950195312,764.876281669548,752.1141635104343,764.876281669548,45900,763.1746459960938,772.1364908854167,,,,,,,,,,,30140.0,,,,31.757897275138653,28.198001243050037,27.527170022881254
24,2015-03-27,742.75537109375,756.3682988572093,741.9045631085338,743.6061790789662,30500,759.6012817382813,767.9958984375,,,,,,,,,,,29800.0,,,,37.31935392462454,22.336306767415422,23.7574715456789
25,2015-03-30,739.3519897460938,748.7108756922469,739.3519897460938,741.053605372667,35700,754.156103515625,765.6136352539063,782.4369506835938,,806.2338944281084,782.4369506835938,758.6400069390791,830.030838172623,734.8430631945645,,,,32060.0,36636.0,,,38.80377136122569,21.02505645152332,22.858455038674677
26,2015-03-31,742.75537109375,749.5618349754797,737.6505231824527,737.6505231824527,20400,749.2214477539062,763.912032063802,779.5782397460938,,803.6758107633639,779.5782397460938,755.4806687288237,827.7733817806339,731.3830977115537,,,,31960.0,36188.0,,32.790253926317334,53.144654088050316,25.917675095367244,25.87905410948786
27,2015-04-01,724.8882446289062,741.9044006061106,719.783397835745,741.0535928072504,52200,741.0536743164063,761.1327229817708,776.2090356445312,,801.7839549490229,776.2090356445312,750.6341163400396,827.3588742535146,725.0591970355479,,,,36940.0,37092.0,,30.456714383094752,51.681957186544345,18.974957816166597,21.188415154012503
28,2015-04-02,724.0374145507812,731.6946845049023,719.7833756873806,722.335799005421,35500,734.7576782226563,758.4101318359375,772.6016064453125,,798.9100684856501,772.6016064453125,746.293144404975,825.2185305259877,719.9846823646374,,,,34860.0,36864.0,,30.21368677305924,30.77622801697999,18.706505746663087,20.99327946730684
29,2015-04-03,740.2029418945312,748.7110216864223,727.4408222066944,727.4408222066944,22300,734.2471923828125,755.8577189127604,769.742900390625,,795.5284483579145,769.742900390625,743.9573524233355,821.313996325204,718.171804456046,,,,33220.0,35904.0,,27.657560183932915,26.682838083687084,37.58190049398835,33.52057219067934
30,2015-04-06,733.3964233398438,737.6504629183812,731.6948075084289,737.6504629183812,17200,733.0560791015625,752.227608235677,766.4077319335937,,791.2699656824984,766.4077319335937,741.545498184689,816.1321994314031,716.6832644357843,,,,29520.0,35388.0,,28.79065183725186,28.985507246376812,33.858068263079346,31.272184254731634
31,2015-04-07,724.0374145507812,732.5454922775824,721.4849912327409,732.5454922775824,61000,729.3124877929688,748.5974934895834,762.800302734375,,786.996879477523,762.800302734375,738.6037259912271,811.1934562206708,714.4071492480792,,,,37640.0,36808.0,,22.611175936730195,25.499855114459574,29.358214930696292,28.446769063745226
32,2015-04-08,728.2914428710938,731.6946739125475,722.3357885485498,727.4406351107303,30300,729.9931274414063,745.6480143229167,759.5331958007813,,782.6294923901171,759.5331958007813,736.4368992114455,805.7257889794529,713.3406026221097,,,,33260.0,36972.0,,27.44703673907214,35.05185185185185,33.853585854441306,31.477266654529814
33,2015-04-09,736.799560546875,742.7552151933278,730.8439059004222,731.6947137070583,38500,732.545556640625,743.492626953125,756.7425415039063,,778.1397565897785,756.7425415039063,735.3453264180341,799.5369716756505,713.9481113321621,,,,33860.0,36260.0,,33.79655364091162,51.35931870291517,42.138352762599204,37.20554102975148
34,2015-04-10,744.4568481445312,755.5173498883928,740.2028090122767,749.5616951032366,38900,733.396337890625,742.4149373372396,754.3262451171875,,773.441994446894,754.3262451171875,735.2104957874809,792.5577437766005,716.0947464577744,-17.537734885638088,-19.86511124375027,2.3273763581121827,37180.0,37156.0,,42.529775365596265,56.10874549623321,48.65023372394607,41.91207452896846
35,2015-04-13,735.9488525390625,741.9045079931358,734.2472366950415,741.9045079931358,34100,733.9068237304688,740.3730021158855,752.76076171875,,771.7141699444726,752.76076171875,733.8073534930274,790.6675781701953,714.8539452673048,-16.661199631185923,-19.2243289212374,2.563129290051478,40560.0,34828.0,,41.43045968571009,44.31349440188568,42.650347024839604,38.46258171547973
36,2015-04-14,743.6060791015625,743.6060791015625,731.6947689100043,740.2028476182602,37100,737.820556640625,738.7848307291666,751.773828125,,770.5348735415173,751.773828125,733.0127827084827,789.2959189580347,714.2517372919654,-15.173751376915106,-18.41421341237294,3.240462035457835,35780.0,34344.0,,54.230377166156984,60.076898429990386,49.01659717711578,43.008824504877836
